Generic,Shape,Route,Indication,Specialty,Gender,MinAgeMo,MaxAgeMo,MinWghtKg,MaxWghtKg,MinGestDays,MaxGestDays,MinPMAge,MaxPMAge,Frequencies,Unit,NormDose,MinDose,MaxDose,AbsMaxDose,MaxPerDose,DosePerKg,DosePerM2
amfotericine-b-lipoSOMAAL,poeder voor oplossing voor infusie,iv,systemische mycosen,,,,,,,,,,,,mg,,,,,,,
amfotericine-b-lipoSOMAAL,poeder voor oplossing voor infusie,iv,systemische mycosen,,,,240,,,,,,,antenoctum||1 x / dag,mg,,3,5,,,x,
amfotericine-b-lipoSOMAAL,poeder voor oplossing voor infusie,iv,viscerale leishmaniasis,,,,,,,,,,,,mg,,,,,,,
amfotericine-b-lipoSOMAAL,poeder voor oplossing voor infusie,iv,viscerale leishmaniasis,,,1,240,,,,,,,antenoctum||1 x / dag,mg,,3,4,,,x,
amikacine,injectievloeistof,iv,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
amikacine,injectievloeistof,iv,infecties bij cystic fibrosis,,,1,240,,,,,,,1 x / dag,mg,,20,30,,,x,
amikacine,injectievloeistof,iv,"kortdurende behandeling van ernstige infecties veroorzaakt door voor amikacine gevoelige stammen van gram negatieve micro-organismen, inclusief pseudomonas species, speciaal indien deze resistent zijn tegen andere aminoglycosiden",,,,,,,,,,,,mg,,,,,,,
amikacine,injectievloeistof,iv,"kortdurende behandeling van ernstige infecties veroorzaakt door voor amikacine gevoelige stammen van gram negatieve micro-organismen, inclusief pseudomonas species, speciaal indien deze resistent zijn tegen andere aminoglycosiden",,,,1,,1.2,,259,,,1 x / 2 dagen,mg,16,,17.6,,,x,
amikacine,injectievloeistof,iv,"kortdurende behandeling van ernstige infecties veroorzaakt door voor amikacine gevoelige stammen van gram negatieve micro-organismen, inclusief pseudomonas species, speciaal indien deze resistent zijn tegen andere aminoglycosiden",,,,1,1.2,2.8,,259,,,1 x / 36 uur,mg,15,,16.5,,,x,
amikacine,injectievloeistof,iv,"kortdurende behandeling van ernstige infecties veroorzaakt door voor amikacine gevoelige stammen van gram negatieve micro-organismen, inclusief pseudomonas species, speciaal indien deze resistent zijn tegen andere aminoglycosiden",,,,1,2.8,,,259,,,1 x / dag,mg,15,,16.5,,,x,
amikacine,injectievloeistof,iv,"kortdurende behandeling van ernstige infecties veroorzaakt door voor amikacine gevoelige stammen van gram negatieve micro-organismen, inclusief pseudomonas species, speciaal indien deze resistent zijn tegen andere aminoglycosiden",,,0.466666667,1,,1.2,,259,,,1 x / dag||1 x / 36 uur,mg,20,,22,,,x,
amikacine,injectievloeistof,iv,"kortdurende behandeling van ernstige infecties veroorzaakt door voor amikacine gevoelige stammen van gram negatieve micro-organismen, inclusief pseudomonas species, speciaal indien deze resistent zijn tegen andere aminoglycosiden",,,0.466666667,1,1.2,,,259,,,1 x / dag,mg,18,,19.8,,,x,
amikacine,injectievloeistof,iv,"kortdurende behandeling van ernstige infecties veroorzaakt door voor amikacine gevoelige stammen van gram negatieve micro-organismen, inclusief pseudomonas species, speciaal indien deze resistent zijn tegen andere aminoglycosiden",,,,1,,,259,,,,1 x / dag,mg,15,,16.5,,,x,
amikacine,injectievloeistof,iv,"kortdurende behandeling van ernstige infecties veroorzaakt door voor amikacine gevoelige stammen van gram negatieve micro-organismen, inclusief pseudomonas species, speciaal indien deze resistent zijn tegen andere aminoglycosiden",,,1,240,,,,,,,1 x / dag,mg,15,,,1500,,x,
amiodaron,injectievloeistof,iv,ernstige therapieresistente hartritmestoornissen,,,,,,,,,,,,mg,,,,,,,
amiodaron,tablet,or,ernstige therapieresistente hartritmestoornissen,,,,,,,,,,,,mg,,,,,,,
amiodaron,tablet,or,ernstige therapieresistente hartritmestoornissen,,,1,240,,,,,,,1 x / dag||2 x / dag,mg,,2.5,5,600,,x,
amitriptyline,tablet,or,enuresis nocturna,,,,,,,,,,,,mg,,,,,,,
amitriptyline,tablet,or,enuresis nocturna,,,72,240,,,,,,,antenoctum||1 x / dag,mg,,1,1.5,50,,x,
amitriptyline,tablet,or,hoofdpijn (profylaxe),,,,,,,,,,,,mg,,,,,,,
amitriptyline,tablet,or,Hoofdpijn (profylaxe),,,72,240,,,,,,,antenoctum||1 x / dag,mg,,10,30,30,,,
amitriptyline,tablet,or,neuropathische pijn,,,,,,,,,,,,mg,,,,,,,
amitriptyline,tablet,or,Neuropathische pijn,,,72,240,,,,,,,antenoctum||1 x / dag,mg,,5,10,25,,,
amLODIPine,tablet,or,hypertensie,,,,,,,,,,,,mg,,,,,,,
amLODIPine,tablet,or,hypertensie,,,1,72,,,,,,,2 x / dag,mg,,0.1,0.6,20,,x,
amLODIPine,tablet,or,hypertensie,,,72,240,,,,,,,antenoctum||1 x / dag||2 x / dag,mg,,0.1,0.6,20,,x,
amoxicilline,poeder voor injectievloeistof,iv,"endocarditis profylaxe (ingrepen in mondholte, bovenste luchtwegen, tractus urogenitalis en tractus digestivus)",,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,"endocarditis profylaxe (ingrepen in mondholte, bovenste luchtwegen, tractus urogenitalis en tractus digestivus)",,,,,,,,,,,,mg,,,,,,,
amoxicilline,dispergeerbare tablet,or,"endocarditis profylaxe (ingrepen in mondholte, bovenste luchtwegen, tractus urogenitalis en tractus digestivus)",,,,,,,,,,,,mg,,,,,,,
amoxicilline,suspensie voor oraal gebruik,or,"endocarditis profylaxe (ingrepen in mondholte, bovenste luchtwegen, tractus urogenitalis en tractus digestivus)",,,,,,,,,,,,mg,,,,,,,
amoxicilline,poeder voor injectievloeistof,iv,eradicatie h.pylori (triple therapie),,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,eradicatie h.pylori (triple therapie),,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,eradicatie h.pylori (triple therapie),,,,240,,,,,,,2 x / dag,mg,50,,,2000,,x,
amoxicilline,dispergeerbare tablet,or,eradicatie h.pylori (triple therapie),,,,,,,,,,,,mg,,,,,,,
amoxicilline,dispergeerbare tablet,or,eradicatie h.pylori (triple therapie),,,,240,,,,,,,2 x / dag,mg,50,,,2000,,x,
amoxicilline,suspensie voor oraal gebruik,or,eradicatie h.pylori (triple therapie),,,,,,,,,,,,mg,,,,,,,
amoxicilline,suspensie voor oraal gebruik,or,eradicatie h.pylori (triple therapie),,,,240,,,,,,,2 x / dag,mg,50,,,2000,,x,
amoxicilline,poeder voor injectievloeistof,iv,ernstige infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline,poeder voor injectievloeistof,iv,ernstige infecties,,,,0.233333333,2,,,,,,3 x / dag,mg,75,,82.5,,,x,
amoxicilline,poeder voor injectievloeistof,iv,ernstige infecties,,,,0.233333333,,2,,,,,2 x / dag,mg,50,,55,,,x,
amoxicilline,poeder voor injectievloeistof,iv,ernstige infecties,,,0.233333333,1,,2,,,,,3 x / dag,mg,75,,82.5,,,x,
amoxicilline,poeder voor injectievloeistof,iv,ernstige infecties,,,0.233333333,1,2,,,,,,4 x / dag,mg,100,,110,,,x,
amoxicilline,poeder voor injectievloeistof,iv,ernstige infecties,,1,216,,,,,,,,3 x / dag||4 x / dag,mg,100,,,12000,,x,
amoxicilline,capsule,or,ernstige infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,ernstige infecties,,,,,,40,,,,,3 x / dag,mg,,80,90,3000,,x,
amoxicilline,capsule,or,ernstige infecties,,,,,40,,,,,,3 x / dag,mg,,,,6000,,,
amoxicilline,dispergeerbare tablet,or,ernstige infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline,dispergeerbare tablet,or,ernstige infecties,,,,,,40,,,,,3 x / dag,mg,,80,90,3000,,x,
amoxicilline,dispergeerbare tablet,or,ernstige infecties,,,,,40,,,,,,3 x / dag,mg,,,,6000,,,
amoxicilline,suspensie voor oraal gebruik,or,ernstige infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline,suspensie voor oraal gebruik,or,ernstige infecties,,,,,,40,,,,,3 x / dag,mg,,80,90,3000,,x,
amoxicilline,suspensie voor oraal gebruik,or,ernstige infecties,,,,,40,,,,,,3 x / dag,mg,,,,6000,,,
amoxicilline,poeder voor injectievloeistof,iv,infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,infecties,,,1,240,,,,,,,3 x / dag,mg,50,,,1500,,x,
amoxicilline,dispergeerbare tablet,or,infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline,dispergeerbare tablet,or,infecties,,,1,240,,,,,,,3 x / dag,mg,50,,,1500,,x,
amoxicilline,suspensie voor oraal gebruik,or,infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline,suspensie voor oraal gebruik,or,infecties,,,1,240,,,,,,,3 x / dag,mg,50,,,1500,,x,
amoxicilline,poeder voor injectievloeistof,iv,meningitis,,,,,,,,,,,,mg,,,,,,,
amoxicilline,poeder voor injectievloeistof,iv,meningitis,,,,0.233333333,,2,,,,,2 x / dag,mg,100,,110,,,x,
amoxicilline,poeder voor injectievloeistof,iv,meningitis,,,0.233333333,1,2,,,,,,4 x / dag,mg,200,,220,,,x,
amoxicilline,poeder voor injectievloeistof,iv,meningitis,,,,0.233333333,2,,,,,,3 x / dag,mg,150,,165,,,x,
amoxicilline,poeder voor injectievloeistof,iv,meningitis,,,1,240,,,,,,,3 x / dag||4 x / dag,mg,200,,,12000,,x,
amoxicilline,poeder voor injectievloeistof,iv,meningitis,,,0.233333333,1,,2,,,,,3 x / dag,mg,150,,165,,,x,
amoxicilline,capsule,or,meningitis,,,,,,,,,,,,mg,,,,,,,
amoxicilline,dispergeerbare tablet,or,meningitis,,,,,,,,,,,,mg,,,,,,,
amoxicilline,suspensie voor oraal gebruik,or,meningitis,,,,,,,,,,,,mg,,,,,,,
amoxicilline,poeder voor injectievloeistof,iv,postexpositieprofylaxe antrax,,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,postexpositieprofylaxe antrax,,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,postexpositieprofylaxe antrax,,,1,240,,,,,,,3 x / dag,mg,40,,,1500,,x,
amoxicilline,dispergeerbare tablet,or,postexpositieprofylaxe antrax,,,,,,,,,,,,mg,,,,,,,
amoxicilline,dispergeerbare tablet,or,postexpositieprofylaxe antrax,,,1,240,,,,,,,3 x / dag,mg,40,,,1500,,x,
amoxicilline,suspensie voor oraal gebruik,or,postexpositieprofylaxe antrax,,,,,,,,,,,,mg,,,,,,,
amoxicilline,suspensie voor oraal gebruik,or,postexpositieprofylaxe antrax,,,1,240,,,,,,,3 x / dag,mg,40,,,1500,,x,
amoxicilline,poeder voor injectievloeistof,iv,"vroege gelokaliseerde en gedissemineerde lymeziekte, m.u.v. meningitis en lymecarditis",,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,"vroege gelokaliseerde en gedissemineerde lymeziekte, m.u.v. meningitis en lymecarditis",,,,,,,,,,,,mg,,,,,,,
amoxicilline,capsule,or,"vroege gelokaliseerde en gedissemineerde lymeziekte, m.u.v. meningitis en lymecarditis",,,1,240,,,,,,,3 x / dag,mg,50,,,1500,,x,
amoxicilline,dispergeerbare tablet,or,"vroege gelokaliseerde en gedissemineerde lymeziekte, m.u.v. meningitis en lymecarditis",,,,,,,,,,,,mg,,,,,,,
amoxicilline,dispergeerbare tablet,or,"vroege gelokaliseerde en gedissemineerde lymeziekte, m.u.v. meningitis en lymecarditis",,,1,240,,,,,,,3 x / dag,mg,50,,,1500,,x,
amoxicilline,suspensie voor oraal gebruik,or,"vroege gelokaliseerde en gedissemineerde lymeziekte, m.u.v. meningitis en lymecarditis",,,,,,,,,,,,mg,,,,,,,
amoxicilline,suspensie voor oraal gebruik,or,"vroege gelokaliseerde en gedissemineerde lymeziekte, m.u.v. meningitis en lymecarditis",,,1,240,,,,,,,3 x / dag,mg,50,,,1500,,x,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,chirurgische profylaxe bij ingrepen < 1 uur,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,chirurgische profylaxe bij ingrepen < 1 uur,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,suspensie voor oraal gebruik,or,chirurgische profylaxe bij ingrepen < 1 uur,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,tablet,or,chirurgische profylaxe bij ingrepen < 1 uur,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,chirurgische profylaxe bij ingrepen > 1 uur,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,chirurgische profylaxe bij ingrepen > 1 uur,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,suspensie voor oraal gebruik,or,chirurgische profylaxe bij ingrepen > 1 uur,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,tablet,or,chirurgische profylaxe bij ingrepen > 1 uur,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,ernstige infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,Ernstige infecties,,,,0.233333333,,2,,,,,2 x / dag,mg,50,,55,,,x,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,Ernstige infecties,,,,0.233333333,2,,,,,,3 x / dag,mg,75,,82.5,,,x,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,Ernstige infecties,,,,,40,,,,,,2 x / dag||3 x / dag,mg,,2000,4000,6000,,,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,Ernstige infecties,,,0.233333333,1,,2,,,,,3 x / dag,mg,75,,82.5,,,x,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,Ernstige infecties,,,0.233333333,1,2,,,,,,4 x / dag,mg,100,,110,,,x,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,Ernstige infecties,,,1,,,40,,,,,3 x / dag||4 x / dag,mg,100,,110,,,x,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,ernstige infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,Ernstige infecties,,,,0.233333333,,2,,,,,2 x / dag,mg,50,,55,,,x,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,Ernstige infecties,,,,0.233333333,2,,,,,,3 x / dag,mg,75,,82.5,,,x,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,Ernstige infecties,,,0.233333333,1,,2,,,,,3 x / dag,mg,75,,82.5,,,x,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,Ernstige infecties,,,0.233333333,1,2,,,,,,4 x / dag,mg,100,,110,,,x,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,Ernstige infecties,,,1,,,40,,,,,3 x / dag||4 x / dag,mg,100,,110,,,x,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,Ernstige infecties,,,,,40,,,,,,2 x / dag||3 x / dag,mg,,2000,4000,6000,,,
amoxicilline+clavulaanzuur,suspensie voor oraal gebruik,or,ernstige infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,tablet,or,ernstige infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,poeder voor injectievloeistof,iv,infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,poeder voor oplossing voor infusie,iv,infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,suspensie voor oraal gebruik,or,infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,suspensie voor oraal gebruik,or,infecties,,,,,,40,,,,,3 x / dag,mg,50,20,60,,,x,
amoxicilline+clavulaanzuur,suspensie voor oraal gebruik,or,infecties,,,,,40,,,,,,3 x / dag,mg,1500,,,9000,,,
amoxicilline+clavulaanzuur,tablet,or,infecties,,,,,,,,,,,,mg,,,,,,,
amoxicilline+clavulaanzuur,tablet,or,infecties,,,,,,40,,,,,3 x / dag,mg,50,20,60,,,x,
amoxicilline+clavulaanzuur,tablet,or,infecties,,,,,40,,,,,,3 x / dag,mg,1500,,,9000,,,
amylase+lipase+protease,maagsapresistent granulaat,or,exocriene pancreasinsufficientie,,,,,,,,,,,,FIP,,,,,,,
amylase+lipase+protease,maagsapresistent granulaat,or,exocriene pancreasinsufficientie,,,,12,,,,,,,3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag,FIP,,,10000,,,x,
amylase+lipase+protease,maagsapresistent granulaat,or,exocriene pancreasinsufficientie,,,12,48,,,,,,,3 x / dag||4 x / dag||5 x / dag||6 x / dag,FIP,,,15000,,,x,
amylase+lipase+protease,maagsapresistent granulaat,or,exocriene pancreasinsufficientie,,,48,240,,,,,,,3 x / dag||4 x / dag||5 x / dag,FIP,,,15000,,,x,
amylase+lipase+protease,maagsapresistente capsule,or,exocriene pancreasinsufficientie,,,,,,,,,,,,FIP,,,,,,,
amylase+lipase+protease,maagsapresistente capsule,or,exocriene pancreasinsufficientie,,,,12,,,,,,,3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag,FIP,,,10000,,,x,
amylase+lipase+protease,maagsapresistente capsule,or,exocriene pancreasinsufficientie,,,12,48,,,,,,,3 x / dag||4 x / dag||5 x / dag||6 x / dag,FIP,,,15000,,,x,
amylase+lipase+protease,maagsapresistente capsule,or,exocriene pancreasinsufficientie,,,48,240,,,,,,,3 x / dag||4 x / dag||5 x / dag,FIP,,,15000,,,x,
anakinra,injectievloeistof,iv,"cryopyrine geassocieerde periodieke koortssyndromen (caps), systemische juveniele idiopathische artritis (sjia), overige autoinflammatoire aandoeningen die niet reageren op de conventionele therapie:",,,,,,,,,,,,mg,,,,,,,
anakinra,injectievloeistof,sc,"cryopyrine geassocieerde periodieke koortssyndromen (caps), systemische juveniele idiopathische artritis (sjia), overige autoinflammatoire aandoeningen die niet reageren op de conventionele therapie:",,,,,,,,,,,,mg,,,,,,,
anakinra,injectievloeistof,sc,"cryopyrine geassocieerde periodieke koortssyndromen (caps), systemische juveniele idiopathische artritis (sjia), overige autoinflammatoire aandoeningen die niet reageren op de conventionele therapie:",,,8,,10,,,,,,1 x / dag,mg,,1,4,100,,x,
aprepitant,capsule,or,preventie van misselijkheid en braken bij chemotherapie,,,,,,,,,,,,mg,,,,,,,
aprepitant,capsule,or,preventie van misselijkheid en braken bij chemotherapie,,,6,240,,40,,,,,1 x / dag,mg,2,,2.2,,,x,
aprepitant,capsule,or,preventie van misselijkheid en braken bij chemotherapie,,,6,240,40,,,,,,1 x / dag,mg,,,,80,,,
aprepitant,poeder voor orale suspensie,or,preventie van misselijkheid en braken bij chemotherapie,,,,,,,,,,,,mg,,,,,,,
aprepitant,poeder voor orale suspensie,or,preventie van misselijkheid en braken bij chemotherapie,,,6,240,,40,,,,,1 x / dag,mg,2,,2.2,,,x,
aprepitant,poeder voor orale suspensie,or,preventie van misselijkheid en braken bij chemotherapie,,,6,240,40,,,,,,1 x / dag,mg,,,,80,,,
aprepitant,capsule,or,profylaxe cyclisch braken,,,,,,,,,,,,mg,,,,,,,
aprepitant,capsule,or,Profylaxe cyclisch braken,,,,,,40,,,,,2 x / week,mg,80,,80,80,40,,
aprepitant,capsule,or,Profylaxe cyclisch braken,,,,,40,60,,,,,2 x / week,mg,160,,160,160,80,,
aprepitant,capsule,or,Profylaxe cyclisch braken,,,,,60,,,,,,2 x / week,mg,250,,250,250,125,,
aprepitant,poeder voor orale suspensie,or,profylaxe cyclisch braken,,,,,,,,,,,,mg,,,,,,,
aprepitant,poeder voor orale suspensie,or,Profylaxe cyclisch braken,,,,,,40,,,,,2 x / week,mg,80,,80,80,40,,
aprepitant,poeder voor orale suspensie,or,Profylaxe cyclisch braken,,,,,40,60,,,,,2 x / week,mg,160,,160,160,80,,
aprepitant,poeder voor orale suspensie,or,Profylaxe cyclisch braken,,,,,60,,,,,,2 x / week,mg,250,,250,250,125,,
aripiprazol,injectievloeistof,im,psychose; manische episodes bij bipolaire stoornis type i,,,,,,,,,,,,mg,,,,,,,
aripiprazol,poeder voor suspensie voor injectie,im,psychose; manische episodes bij bipolaire stoornis type i,,,,,,,,,,,,mg,,,,,,,
aripiprazol,tablet,or,psychose; manische episodes bij bipolaire stoornis type i,,,,,,,,,,,,mg,,,,,,,
aripiprazol,tablet,or,psychose; manische episodes bij bipolaire stoornis type i,,,120,240,,,,,,,1 x / dag,mg,,,,30,,,
aripiprazol,injectievloeistof,im,"tics, gedragsstoornissen en autisme",,,,,,,,,,,,mg,,,,,,,
aripiprazol,poeder voor suspensie voor injectie,im,"tics, gedragsstoornissen en autisme",,,,,,,,,,,,mg,,,,,,,
aripiprazol,tablet,or,"tics, gedragsstoornissen en autisme",,,,,,,,,,,,mg,,,,,,,
aripiprazol,tablet,or,"tics, gedragsstoornissen en autisme",,,60,240,,,,,,,1 x / dag,mg,,,,20,,,
artemether+lumefantrine,tablet,or,behandeling malaria,,,,,,,,,,,,mg,,,,,,,
ascorbinezuur,injectievloeistof,im,deficientie,,,,,,,,,,,,mg,,,,,,,
ascorbinezuur,injectievloeistof,iv,deficientie,,,,,,,,,,,,mg,,,,,,,
ascorbinezuur,injectievloeistof,iv,deficientie,,,1,240,,,,,,,2 x / dag||3 x / dag,mg,,,,500,,,
ascorbinezuur,tablet,or,deficientie,,,,,,,,,,,,mg,,,,,,,
ascorbinezuur,tablet,or,deficientie,,,1,240,,,,,,,2 x / dag,mg,,,,500,,,
ascorbinezuur,injectievloeistof,im,profylaxe,,,,,,,,,,,,mg,,,,,,,
ascorbinezuur,injectievloeistof,iv,profylaxe,,,,,,,,,,,,mg,,,,,,,
ascorbinezuur,tablet,or,profylaxe,,,,,,,,,,,,mg,,,,,,,
ascorbinezuur,tablet,or,profylaxe,,,1,240,,,,,,,1 x / dag,mg,,,,50,,,
asparaginase,poeder voor injectievloeistof,im,oncologische aandoeningen,,,,,,,,,,,,IE,,,,,,,
asparaginase,poeder voor injectievloeistof,iv,oncologische aandoeningen,,,,,,,,,,,,IE,,,,,,,
asparaginase,poeder voor injectievloeistof,sc,oncologische aandoeningen,,,,,,,,,,,,IE,,,,,,,
atazanavir,capsule,or,hiv,,,,,,,,,,,,mg,,,,,,,
atazanavir,capsule,or,hiv,,,72,,15,20,,,,,1 x / dag,mg,,,,150,,,
atazanavir,capsule,or,hiv,,,72,,20,40,,,,,1 x / dag,mg,,,,200,,,
atazanavir,capsule,or,hiv,,,72,,40,,,,,,1 x / dag,mg,,,,300,,,
atenolol,drank,or,hemangiomen,,,,,,,,,,,,mg,,,,,,,
atenolol,drank,or,hemangiomen,,,1,14,,,,,,,1 x / dag,mg,1,,1.1,,,x,
atenolol,tablet,or,hemangiomen,,,,,,,,,,,,mg,,,,,,,
atenolol,tablet,or,hemangiomen,,,1,14,,,,,,,1 x / dag,mg,1,,1.1,,,x,
atenolol,drank,or,"hypertensie, supraventriculaire aritmieën, marfan syndroom",,,,,,,,,,,,mg,,,,,,,
atenolol,drank,or,"hypertensie, supraventriculaire aritmieën, marfan syndroom",,,1,240,,,,,,,1 x / dag||2 x / dag,mg,,1,4,250,,x,
atenolol,tablet,or,"hypertensie, supraventriculaire aritmieën, marfan syndroom",,,,,,,,,,,,mg,,,,,,,
atenolol,tablet,or,"hypertensie, supraventriculaire aritmieën, marfan syndroom",,,1,240,,,,,,,1 x / dag||2 x / dag,mg,,1,4,250,,x,
atomoxetine,capsule,or,adhd,,,,,,,,,,,,mg,,,,,,,
atomoxetine,capsule,or,adhd,,,72,240,,70,,,,,1 x / dag,mg,,0.8,1.8,,,x,
atomoxetine,capsule,or,adhd,,,72,240,70,,,,,,1 x / dag,mg,,,,100,,,
atorvastatine,tablet,or,homozychote familiaire hypercholesterolemie,,,,,,,,,,,,mg,,,,,,,
atorvastatine,tablet,or,homozychote familiaire hypercholesterolemie,,,72,120,,,,,,,1 x / dag,mg,,,,80,,,
atorvastatine,tablet,or,homozychote familiaire hypercholesterolemie,,,120,240,,,,,,,1 x / dag,mg,,,,80,,,
atovaquon,suspensie voor oraal gebruik,or,profylaxe pneumocystis jiroveci pneumonie (pcp),,,,,,,,,,,,mg,,,,,,,
atovaquon,suspensie voor oraal gebruik,or,profylaxe pneumocystis jiroveci pneumonie (pcp),,,1,3,,,,,,,1 x / dag,mg,30,,33,,,x,
atovaquon,suspensie voor oraal gebruik,or,profylaxe pneumocystis jiroveci pneumonie (pcp),,,3,24,,,,,,,1 x / dag,mg,45,,49.5,,,x,
atovaquon,suspensie voor oraal gebruik,or,profylaxe pneumocystis jiroveci pneumonie (pcp),,,24,,,,,,,,1 x / dag,mg,30,,,1500,,x,
atovaquon+proguanil,filmomhulde tablet,or,behandeling malaria tropica,,,,,,,,,,,,mg,,,,,,,
atovaquon+proguanil,filmomhulde tablet,or,behandeling malaria tropica,,,,,5,9,,,,,1 x / dag,mg,175,,175,175,,,
atovaquon+proguanil,filmomhulde tablet,or,behandeling malaria tropica,,,,,9,11,,,,,1 x / dag,mg,262.5,,262.5,262.5,,,
atovaquon+proguanil,filmomhulde tablet,or,behandeling malaria tropica,,,,,11,21,,,,,1 x / dag,mg,350,,350,350,,,
atovaquon+proguanil,filmomhulde tablet,or,behandeling malaria tropica,,,,,21,31,,,,,1 x / dag,mg,700,,700,700,,,
atovaquon+proguanil,filmomhulde tablet,or,behandeling malaria tropica,,,,,31,41,,,,,1 x / dag,mg,1050,,1050,1050,,,
atovaquon+proguanil,filmomhulde tablet,or,behandeling malaria tropica,,,,,41,,,,,,1 x / dag,mg,1400,,1400,1400,,,
atovaquon+proguanil,filmomhulde tablet,or,profylaxe malaria,,,,,,,,,,,,mg,,,,,,,
atovaquon+proguanil,filmomhulde tablet,or,profylaxe malaria,,,,,5,9,,,,,1 x / dag,mg,43.75,,43.75,43.75,,,
atovaquon+proguanil,filmomhulde tablet,or,profylaxe malaria,,,,,9,10,,,,,1 x / dag,mg,65.5,,65.5,65.5,,,
atovaquon+proguanil,filmomhulde tablet,or,profylaxe malaria,,,,,11,21,,,,,1 x / dag,mg,87.5,,87.5,87.5,,,
atovaquon+proguanil,filmomhulde tablet,or,profylaxe malaria,,,,,21,31,,,,,1 x / dag,mg,175,,175,175,,,
